author_username,baseline_index,created_at,url,nitter_url,replies,reposts,quotes,likes,views,weighted_engagement,description
0x_zaza77,1,"Mar 9, 2026 · 12:11 PM UTC",https://x.com/0x_zaza77/status/2030979741080293440,https://nitter.tiekoetter.com/0x_zaza77/status/2030979741080293440#m,1,0,0,2,228,3,I'm ready!
0x_zaza77,2,"Mar 9, 2026 · 9:00 AM UTC",https://x.com/0x_zaza77/status/2030931806175048126,https://nitter.tiekoetter.com/0x_zaza77/status/2030931806175048126#m,4,0,0,16,123,20,今日的工作状态 emo实录，大脑今天提前下班了 靠这杯咖啡续命三分钟 @SeismicSys @lyronctk @xealistt @NoxxW3 @heathcliff_eth @nanajiang8888
0x_zaza77,3,"Mar 7, 2026 · 5:48 AM UTC",https://x.com/0x_zaza77/status/2030158603081109590,https://nitter.tiekoetter.com/0x_zaza77/status/2030158603081109590#m,6,0,0,14,344,20,祝 Seismic 一周年快乐！🎂 加入社区这 7 个月里，最大的收获就是遇到了这群超有趣的朋友。 从最开始的初来乍到，到后来和大家一起参与活动、一起搞创作，真的很有归属感。 希望 Seismic 越来越好，咱们继续一起走下去！ @SeismicSys #SeismicCommunity1stYearAnniversary
0x_zaza77,4,"Mar 6, 2026 · 3:59 PM UTC",https://x.com/0x_zaza77/status/2029949984737743128,https://nitter.tiekoetter.com/0x_zaza77/status/2029949984737743128#m,0,0,0,2,37,2,恭喜睡总
0x_zaza77,5,"Mar 6, 2026 · 7:26 AM UTC",https://x.com/0x_zaza77/status/2029820880805843099,https://nitter.tiekoetter.com/0x_zaza77/status/2029820880805843099#m,3,0,0,12,122,15,周五是个好日子！ 下班可以好好安排一顿啦～ 今天做番茄牛腩🍅 @SeismicSys @lyronctk @xealistt @NoxxW3 @heathcliff_eth @nanajiang8888
0x_zaza77,6,"Mar 5, 2026 · 11:42 AM UTC",https://x.com/0x_zaza77/status/2029523009313366028,https://nitter.tiekoetter.com/0x_zaza77/status/2029523009313366028#m,4,0,0,7,72,11,明天周五，再坚持一天又可以躺了！ @SeismicSys @lyronctk @xealistt @NoxxW3 @heathcliff_eth @nanajiang8888
0x_zaza77,7,"Mar 4, 2026 · 12:27 PM UTC",https://x.com/0x_zaza77/status/2029171874933117059,https://nitter.tiekoetter.com/0x_zaza77/status/2029171874933117059#m,3,0,0,4,52,7,我的愿望是世界和平！ @SeismicSys @lyronctk @xealistt @NoxxW3 @heathcliff_eth @nanajiang8888
0x_zaza77,8,"Mar 2, 2026 · 10:49 AM UTC",https://x.com/0x_zaza77/status/2028422472920670477,https://nitter.tiekoetter.com/0x_zaza77/status/2028422472920670477#m,2,0,0,8,93,10,哦买噶！ 我是谁我在哪？ @SeismicSys @lyronctk @xealistt @NoxxW3 @heathcliff_eth @nanajiang8888
0x_zaza77,9,"Feb 28, 2026 · 7:35 AM UTC",https://x.com/0x_zaza77/status/2027648829013823500,https://nitter.tiekoetter.com/0x_zaza77/status/2027648829013823500#m,2,0,0,3,64,5,今天画画的时候，往后翻了翻。 不知不觉画了这么多了，但还没有结束呦～ 慢慢来，比较快！ @SeismicSys @lyronctk @xealistt @NoxxW3 @heathcliff_eth @nanajiang8888
0x_zaza77,10,"Feb 24, 2026 · 3:17 AM UTC",https://x.com/0x_zaza77/status/2026134458689331203,https://nitter.tiekoetter.com/0x_zaza77/status/2026134458689331203#m,1,0,0,4,42,5,我把收集到的星光和月光 都倒进自己的电池里 这样 就算在最深的黑夜里 我也能给自己充满能量 继续发光 @SeismicSys @lyronctk @xealistt @NoxxW3 @heathcliff_eth @nanajiang8888
0xaranz,1,"Apr 25, 2026 · 8:00 AM UTC",https://x.com/0xaranz/status/2047948950683217947,https://nitter.tiekoetter.com/0xaranz/status/2047948950683217947#m,2,28,0,65,11973,95,ผมชอบฟังบทวิเคราะห์ของพี่เขามากเลยครับทั้ง ออนไลน์ และ ออฟไลน์ ถ้ามีโอกาสจะไปฟังบ่อยๆ เพราะพี่เขาวิจัยและรวบรวมข้อมูลมาได้เยอะและละเอียดจริง ๆ อันนี้ภาพจากงานตอน BTC อยู่ที่ราว 37K เมื่อประมาณ 3 ปีก่อนครับ ตอนนั้นหลายคนยังมองไม่ชัด แต่พี่เขาก็ให้ข้อมูลและมุมมองที่มีประโยชน์มาก ข้อมูลจากพี่เขามีคุณค่ามากจริง ๆ
0xaranz,2,"Apr 25, 2026 · 6:10 AM UTC",https://x.com/0xaranz/status/2047921194834554981,https://nitter.tiekoetter.com/0xaranz/status/2047921194834554981#m,1,39,0,51,7522,91,เทรนด์การขยายฐานธุรกิจในไทยกำลังมาแรง! หลายบริษัทพร้อมจ้างคนไทยเพิ่มขึ้น แต่โจทย์ใหญ่คือเราต้องเร่งอัปเกรดตัวเอง ทั้งทักษะทางเทคนิคและความสามารถในการสื่อสาร/การทำงานร่วมกับ ต่างชาติ ทำให้คนไทยเป็นตัวเลือกอันดับหนึ่ง เพื่อดึงเม็ดเงินเข้าประเทศและสร้างความแข็งแกร่งให้เศรษฐกิจไทยไปด้วยกันครับ
0xaranz,3,"Apr 24, 2026 · 11:33 AM UTC",https://x.com/0xaranz/status/2047640049735606651,https://nitter.tiekoetter.com/0xaranz/status/2047640049735606651#m,1,0,0,19,575,20,Hyperliquid Thailand Meetups 🇹🇭
0xaranz,4,"Apr 24, 2026 · 7:33 AM UTC",https://x.com/0xaranz/status/2047579685148917913,https://nitter.tiekoetter.com/0xaranz/status/2047579685148917913#m,0,2,0,7,1714,9,"Thailand welcomes everyone setting up a company in Bangkok to work here and live. Our food and accommodation are comfortable, and we have transport fringe with BTS Skytrain also."
0xaranz,5,"Apr 24, 2026 · 5:43 AM UTC",https://x.com/0xaranz/status/2047551897620660704,https://nitter.tiekoetter.com/0xaranz/status/2047551897620660704#m,3,0,0,7,586,10,"Legacy Pack 8 is coming. Pokémon Trainers, this is your moment. 🔥 💼 $100 / pack 📈 Expected Value: $103.88 🎴 1 Card per pack ♻️ 90% Instant Buyback ⏳ 14:00 GMT+7 🇹🇭 1000 graded cards. Fully encrypted. Every pull is: 🔐 Provably fair (Merkle proofs) 🧠 Zero-knowledge verified ⛓️ On-chain transparent No manipulation. No guesswork. Just pure probability + collector alpha. Will you hit the top prize? 👀"
0xaranz,6,"Apr 24, 2026 · 4:57 AM UTC",https://x.com/0xaranz/status/2047540348776571155,https://nitter.tiekoetter.com/0xaranz/status/2047540348776571155#m,0,0,0,5,451,5,Big thanks to @InsilicoTrading for sponsoring the Hyperliquid Thailand Meetup.Their professional trading terminal has processed over $800B in volume since 2021 and consistently handles 1–2% of daily Hyperliquid volume. Appreciate your continued support for the Hyperliquid community.
0xaranz,7,"Apr 24, 2026 · 4:52 AM UTC",https://x.com/0xaranz/status/2047539043941114271,https://nitter.tiekoetter.com/0xaranz/status/2047539043941114271#m,1,0,0,2,867,3,ของดีครับพี่ เราจะหยิบนั่นนี่มาใส่เองไม่หนักเกินไปครับผม
0xaranz,8,"Apr 24, 2026 · 2:43 AM UTC",https://x.com/0xaranz/status/2047506725692166172,https://nitter.tiekoetter.com/0xaranz/status/2047506725692166172#m,1,0,0,2,288,3,ข้อเสีย คือ ไม่รู้เรื่องว่า AI ทำอะไรบ้าง นี่ผมไปอ่านโค้ดที่น้องเขียนยังไม่เข้าใจ ผมว่าสำคัญมาก เรื่องนี้ เลยพยายามให้คนไปเรียนพื้นฐาน หรือทำพวกพื้นฐานเพื่อให้เขาต่อยอดจากเดิมได้
0xaranz,9,"Apr 23, 2026 · 3:23 PM UTC",https://x.com/0xaranz/status/2047335644138176663,https://nitter.tiekoetter.com/0xaranz/status/2047335644138176663#m,2,1,0,11,789,14,Incredible night with @RedotsClub
0xaranz,10,"Apr 23, 2026 · 11:07 AM UTC",https://x.com/0xaranz/status/2047271083955704171,https://nitter.tiekoetter.com/0xaranz/status/2047271083955704171#m,3,0,0,22,778,25,Nice workplace at Hyatt Regency Bangkok Sukumvit
0xJelly,1,"Mar 12, 2026 · 6:00 PM UTC",https://x.com/0xJelly/status/2032154696291627171,https://nitter.tiekoetter.com/0xJelly/status/2032154696291627171#m,1,0,0,3,73,4,这就来这就来
0xJelly,2,"Mar 12, 2026 · 5:38 PM UTC",https://x.com/0xJelly/status/2032149171059535905,https://nitter.tiekoetter.com/0xJelly/status/2032149171059535905#m,0,0,0,6,1493,6,🥰
0xJelly,3,"Mar 12, 2026 · 5:35 PM UTC",https://x.com/0xJelly/status/2032148567599743095,https://nitter.tiekoetter.com/0xJelly/status/2032148567599743095#m,0,0,0,4,1227,4,so cute！
0xJelly,4,"Mar 12, 2026 · 4:14 PM UTC",https://x.com/0xJelly/status/2032128195940774260,https://nitter.tiekoetter.com/0xJelly/status/2032128195940774260#m,0,0,0,2,59,2,抱抱🫂
0xJelly,5,"Mar 12, 2026 · 3:42 PM UTC",https://x.com/0xJelly/status/2032120127941185919,https://nitter.tiekoetter.com/0xJelly/status/2032120127941185919#m,1,0,0,2,25,3,支持David🤩
0xJelly,6,"Mar 12, 2026 · 3:42 PM UTC",https://x.com/0xJelly/status/2032120047297314878,https://nitter.tiekoetter.com/0xJelly/status/2032120047297314878#m,1,0,0,2,73,3,支持哥布林🤩
0xJelly,7,"Mar 12, 2026 · 1:16 PM UTC",https://x.com/0xJelly/status/2032083269186175320,https://nitter.tiekoetter.com/0xJelly/status/2032083269186175320#m,6,0,0,16,2437,22,嗯？？！怎么别人都是几千几万刀 我这才一百多刀？岂不是显得我很没面子啊！ 要不考虑一下给我加点呢🤣🤣🤣
0xJelly,8,"Mar 12, 2026 · 9:20 AM UTC",https://x.com/0xJelly/status/2032024007793656282,https://nitter.tiekoetter.com/0xJelly/status/2032024007793656282#m,14,0,0,35,3002,49,诶！低头一看发现我正穿着老板同款呢！ 难得看到这么接地气的创始人跟拍 在这个浮躁的行业里，能一直保持这份自律和纯粹挺难得的 感觉 Gate 稳稳的这么多年 看看创始人的生活状态就能找到答案啦💪🏻 @Han_Gate @Gate_zh
0xJelly,9,"Mar 12, 2026 · 5:11 AM UTC",https://x.com/0xJelly/status/2031961324960579681,https://nitter.tiekoetter.com/0xJelly/status/2031961324960579681#m,1,0,0,3,71,4,恭喜哥布林老师！
0xJelly,10,"Mar 11, 2026 · 3:19 PM UTC",https://x.com/0xJelly/status/2031751806771245154,https://nitter.tiekoetter.com/0xJelly/status/2031751806771245154#m,0,0,0,2,527,2,夯！
0xKuromon,1,"Mar 4, 2026 · 8:23 AM UTC",https://x.com/0xKuromon/status/2029110401213096109,https://nitter.tiekoetter.com/0xKuromon/status/2029110401213096109#m,1,0,0,3,48,4,猛猛抽，S card sbt我来了~
0xKuromon,2,"Mar 4, 2026 · 7:46 AM UTC",https://x.com/0xKuromon/status/2029101064637821335,https://nitter.tiekoetter.com/0xKuromon/status/2029101064637821335#m,1,0,0,2,33,3,还得是你，祝你2抽拿满5个SBT！
0xKuromon,3,"Mar 4, 2026 · 5:55 AM UTC",https://x.com/0xKuromon/status/2029073283979907088,https://nitter.tiekoetter.com/0xKuromon/status/2029073283979907088#m,4,0,0,8,371,12,大的来了！ 第一次跟合作伙伴@Collector_Crypt 的联合卡机，我猜肯定有SBT，家人们冲！ 无限卡机可以试着用玄学的方法冲~ 万一真的有用呢
0xKuromon,4,"Mar 3, 2026 · 1:01 PM UTC",https://x.com/0xKuromon/status/2028818160447799581,https://nitter.tiekoetter.com/0xKuromon/status/2028818160447799581#m,1,0,0,2,195,3,👀 All Pokemon packs this time?
0xKuromon,5,"Mar 1, 2026 · 1:39 PM UTC",https://x.com/0xKuromon/status/2028102776413413849,https://nitter.tiekoetter.com/0xKuromon/status/2028102776413413849#m,1,0,0,2,33,3,羡慕+1 我从北京飞过去也是真的很远了hhh
0xKuromon,6,"Feb 28, 2026 · 6:34 PM UTC",https://x.com/0xKuromon/status/2027814614680146091,https://nitter.tiekoetter.com/0xKuromon/status/2027814614680146091#m,1,0,0,3,57,4,羡慕！OP 的raw card你也拿到哇！
0xKuromon,7,"Feb 28, 2026 · 6:23 PM UTC",https://x.com/0xKuromon/status/2027812038396023007,https://nitter.tiekoetter.com/0xKuromon/status/2027812038396023007#m,1,0,0,3,63,4,老板真的神了
0xKuromon,8,"Feb 27, 2026 · 2:36 PM UTC",https://x.com/0xKuromon/status/2027392432342806677,https://nitter.tiekoetter.com/0xKuromon/status/2027392432342806677#m,1,0,0,2,66,3,链上抽卡旺就算了，直播card battle带异画的 老板就没输过
0xKuromon,9,"Feb 27, 2026 · 12:21 PM UTC",https://x.com/0xKuromon/status/2027358382177607740,https://nitter.tiekoetter.com/0xKuromon/status/2027358382177607740#m,1,0,0,2,43,3,真的得夸一下ryan老师 卡包美术效果很赞
0xKuromon,10,"Feb 26, 2026 · 3:03 PM UTC",https://x.com/0xKuromon/status/2027036739580407992,https://nitter.tiekoetter.com/0xKuromon/status/2027036739580407992#m,1,0,0,3,290,4,第一次的海贼王抽卡来了，就400张 手慢无！ 感觉卡池撑不过一分钟
2026surf,1,"Mar 15, 2026 · 1:12 AM UTC",https://x.com/2026surf/status/2032988285946179808,https://nitter.tiekoetter.com/2026surf/status/2032988285946179808#m,1,0,0,1,10,2,身為女性朋友真好，下次一起參加線下活動
2026surf,2,"Mar 14, 2026 · 11:13 PM UTC",https://x.com/2026surf/status/2032958414935162953,https://nitter.tiekoetter.com/2026surf/status/2032958414935162953#m,0,0,0,1,6,1,昨天抽了16抽，把春節紅包都抽光了!
2026surf,3,"Mar 14, 2026 · 11:53 AM UTC",https://x.com/2026surf/status/2032787303786332190,https://nitter.tiekoetter.com/2026surf/status/2032787303786332190#m,1,0,0,1,10,2,今天一個不小心，就弄了個16抽，有點心痛
2026surf,4,"Mar 14, 2026 · 8:16 AM UTC",https://x.com/2026surf/status/2032732550528200754,https://nitter.tiekoetter.com/2026surf/status/2032732550528200754#m,0,0,0,0,1,0,白色情人節的禮物，就看今晚了
2026surf,5,"Mar 14, 2026 · 1:36 AM UTC",https://x.com/2026surf/status/2032631864532639752,https://nitter.tiekoetter.com/2026surf/status/2032631864532639752#m,0,0,0,1,7,1,"Community first, the best project in 2026"
2026surf,6,"Mar 14, 2026 · 1:34 AM UTC",https://x.com/2026surf/status/2032631368694517830,https://nitter.tiekoetter.com/2026surf/status/2032631368694517830#m,0,0,0,1,6,1,剛好有搶到這個大紅包，拿到繼續抽卡去
2026surf,7,"Mar 13, 2026 · 7:12 AM UTC",https://x.com/2026surf/status/2032354143936070080,https://nitter.tiekoetter.com/2026surf/status/2032354143936070080#m,0,0,0,0,24,0,農曆年期間，跟著朋友一起在網路上抽寶可夢卡，就此讓我進入了有趣的社區。 有很厲害的玩家，分享抽到的卡；有幫忙建設，讓大家好查詢的Builder。 更有德撲的活動與現場抽卡的直播活動，今天下午的抽卡，大家不要錯過喔!
4y_nad,1,"Mar 6, 2026 · 10:51 AM UTC",https://x.com/4y_nad/status/2029872447827366028,https://nitter.tiekoetter.com/4y_nad/status/2029872447827366028#m,1,0,0,2,127,3,我去！
4y_nad,2,"Feb 17, 2026 · 1:42 PM UTC",https://x.com/4y_nad/status/2023754924480418206,https://nitter.tiekoetter.com/4y_nad/status/2023754924480418206#m,0,0,0,2,45,2,仓位10x！
4y_nad,3,"Feb 11, 2026 · 4:41 PM UTC",https://x.com/4y_nad/status/2021625767298584856,https://nitter.tiekoetter.com/4y_nad/status/2021625767298584856#m,0,0,0,2,151,2,虽迟但到👀 @DecibelTrade 如果你也感兴趣的话，快来吧👇 app.decibel.trade/r/4y4y
4y_nad,4,"Feb 9, 2026 · 9:22 PM UTC",https://x.com/4y_nad/status/2020971607414669471,https://nitter.tiekoetter.com/4y_nad/status/2020971607414669471#m,0,0,0,2,106,2,👀
4y_nad,5,"Feb 6, 2026 · 8:10 AM UTC",https://x.com/4y_nad/status/2019685006072000675,https://nitter.tiekoetter.com/4y_nad/status/2019685006072000675#m,1,0,0,2,70,3,哥哥
4y_nad,6,"Jan 10, 2026 · 6:33 PM UTC",https://x.com/4y_nad/status/2010057323390411127,https://nitter.tiekoetter.com/4y_nad/status/2010057323390411127#m,0,0,0,3,155,3,gmonad
4y_nad,7,"Jan 7, 2026 · 3:36 PM UTC",https://x.com/4y_nad/status/2008925725236269243,https://nitter.tiekoetter.com/4y_nad/status/2008925725236269243#m,10,0,0,17,428,27,2026年 第一个星期📈 @monad
4y_nad,8,"Dec 27, 2025 · 5:43 AM UTC",https://x.com/4y_nad/status/2004790282790076856,https://nitter.tiekoetter.com/4y_nad/status/2004790282790076856#m,0,0,0,2,163,2,我要！风哥
4y_nad,9,"Dec 25, 2025 · 1:09 PM UTC",https://x.com/4y_nad/status/2004177750924660965,https://nitter.tiekoetter.com/4y_nad/status/2004177750924660965#m,0,0,0,2,74,2,Merry Christmas!🎄💜
4y_nad,10,"Dec 24, 2025 · 7:56 AM UTC",https://x.com/4y_nad/status/2003736511628607526,https://nitter.tiekoetter.com/4y_nad/status/2003736511628607526#m,4,0,0,6,294,10,"gm, new handle @4y_nad"
alexandruchitu_,1,"May 3, 2026 · 9:57 AM UTC",https://x.com/alexandruchitu_/status/2050877306327961723,https://nitter.tiekoetter.com/alexandruchitu_/status/2050877306327961723#m,0,0,0,2,21,2,"wow, great product, just tested it!"
alexandruchitu_,2,"Apr 27, 2026 · 6:08 PM UTC",https://x.com/alexandruchitu_/status/2048826584686116950,https://nitter.tiekoetter.com/alexandruchitu_/status/2048826584686116950#m,0,0,0,2,37,2,WHAT A CRAZY PULL! My first SAR ! 🚀🚀
alexandruchitu_,3,"Apr 27, 2026 · 6:48 AM UTC",https://x.com/alexandruchitu_/status/2048655509243187410,https://nitter.tiekoetter.com/alexandruchitu_/status/2048655509243187410#m,0,0,0,3,30,3,Will never forget this.
alexandruchitu_,4,"Apr 4, 2026 · 7:08 AM UTC",https://x.com/alexandruchitu_/status/2040325658736284135,https://nitter.tiekoetter.com/alexandruchitu_/status/2040325658736284135#m,1,0,0,2,53,3,i have this grail!!
alexandruchitu_,5,"Mar 27, 2026 · 4:50 PM UTC",https://x.com/alexandruchitu_/status/2037573066717327805,https://nitter.tiekoetter.com/alexandruchitu_/status/2037573066717327805#m,1,0,0,8,170,9,appreciate this guys a lot. literally the only app i m using rn in crypto. gg
alexandruchitu_,6,"Mar 22, 2026 · 2:38 PM UTC",https://x.com/alexandruchitu_/status/2035727826280706546,https://nitter.tiekoetter.com/alexandruchitu_/status/2035727826280706546#m,0,0,0,3,151,3,wtf
alexandruchitu_,7,"Mar 21, 2026 · 12:03 PM UTC",https://x.com/alexandruchitu_/status/2035326312949104843,https://nitter.tiekoetter.com/alexandruchitu_/status/2035326312949104843#m,1,0,0,2,53,3,thanks
alexandruchitu_,8,"Mar 17, 2026 · 3:02 PM UTC",https://x.com/alexandruchitu_/status/2033921922635862418,https://nitter.tiekoetter.com/alexandruchitu_/status/2033921922635862418#m,0,0,0,2,134,2,trust you! ❤️
alexandruchitu_,9,"Mar 11, 2026 · 3:50 PM UTC",https://x.com/alexandruchitu_/status/2031759721707741564,https://nitter.tiekoetter.com/alexandruchitu_/status/2031759721707741564#m,0,2,0,6,380,8,I just tried my luck on @dyli_io and got a RARE ONE! 2023 Mewtwo Art Rare #183 Japanese Sv2A-151 PSA 10 LFGG
alexandruchitu_,10,"Mar 10, 2026 · 1:32 PM UTC",https://x.com/alexandruchitu_/status/2031362637431452112,https://nitter.tiekoetter.com/alexandruchitu_/status/2031362637431452112#m,0,0,0,2,102,2,
alvin_c,1,"Mar 15, 2026 · 7:49 AM UTC",https://x.com/alvin_c/status/2033088075442864537,https://nitter.tiekoetter.com/alvin_c/status/2033088075442864537#m,0,0,0,3,38,3,马来西亚的伙伴吗？下一次聚会一起出来 开卡
alvin_c,2,"Mar 12, 2026 · 5:23 AM UTC",https://x.com/alvin_c/status/2031964273669554507,https://nitter.tiekoetter.com/alvin_c/status/2031964273669554507#m,1,0,0,2,85,3,很棒哦 加油哥布林老师！
alvin_c,3,"Mar 10, 2026 · 11:03 AM UTC",https://x.com/alvin_c/status/2031325052575383609,https://nitter.tiekoetter.com/alvin_c/status/2031325052575383609#m,1,0,0,2,34,3,TCG将是2026的主要赛道之一 这句话的含金量还在上升
alvin_c,4,"Mar 10, 2026 · 3:10 AM UTC",https://x.com/alvin_c/status/2031206033901891888,https://nitter.tiekoetter.com/alvin_c/status/2031206033901891888#m,0,0,0,2,56,2,
alvin_c,5,"Mar 9, 2026 · 12:25 PM UTC",https://x.com/alvin_c/status/2030983311800373608,https://nitter.tiekoetter.com/alvin_c/status/2030983311800373608#m,0,0,0,4,34,4,飞起来了！恭喜各位老师们
alvin_c,6,"Mar 7, 2026 · 4:54 AM UTC",https://x.com/alvin_c/status/2030145048453730373,https://nitter.tiekoetter.com/alvin_c/status/2030145048453730373#m,1,0,0,2,45,3,走起！我也ALL IN 希望让我留到最后10位
alvin_c,7,"Mar 6, 2026 · 3:02 PM UTC",https://x.com/alvin_c/status/2029935572282921048,https://nitter.tiekoetter.com/alvin_c/status/2029935572282921048#m,2,0,0,3,80,5,呵呵 升职了，感谢鸡哥老师的整理！！
alvin_c,8,"Mar 3, 2026 · 1:00 PM UTC",https://x.com/alvin_c/status/2028817708243112218,https://nitter.tiekoetter.com/alvin_c/status/2028817708243112218#m,1,0,0,2,182,3,大的来了
alvin_c,9,"Feb 23, 2026 · 4:16 AM UTC",https://x.com/alvin_c/status/2025786778561704425,https://nitter.tiekoetter.com/alvin_c/status/2025786778561704425#m,0,0,0,2,47,2,推荐和老板一起来馬來西亞做工
alvin_c,10,"Feb 19, 2026 · 6:15 AM UTC",https://x.com/alvin_c/status/2024367263445635226,https://nitter.tiekoetter.com/alvin_c/status/2024367263445635226#m,1,0,0,2,111,3,哈哈财神 Winch ，准备在明天当财神派礼物了🎁
Amu6669,1,"Mar 17, 2026 · 5:51 PM UTC",https://x.com/Amu6669/status/2033964499347357826,https://nitter.tiekoetter.com/Amu6669/status/2033964499347357826#m,3,0,0,4,356,7,之前只听kol在说ju交易所的广泛找人宣发 不是 怎么今天无聊进我的果果还看见ju的广子了？ 网上都这么说 现实谁不想吃上ju的小广？ 🖐️🤓🖐️
Amu6669,2,"Mar 17, 2026 · 4:16 PM UTC",https://x.com/Amu6669/status/2033940626778308914,https://nitter.tiekoetter.com/Amu6669/status/2033940626778308914#m,1,0,0,2,113,3,羡慕你 傻的感觉没有烦恼
Amu6669,3,"Mar 17, 2026 · 2:46 PM UTC",https://x.com/Amu6669/status/2033917836775854563,https://nitter.tiekoetter.com/Amu6669/status/2033917836775854563#m,0,0,0,1,60,1,我50就行 孩子真饿了
Amu6669,4,"Mar 16, 2026 · 8:27 AM UTC",https://x.com/Amu6669/status/2033460210946408866,https://nitter.tiekoetter.com/Amu6669/status/2033460210946408866#m,1,0,0,2,131,3,什么时候回本啊
