id,url,nitter_url,description,author_name,author_username,created_at,replies,reposts,quotes,likes,views,hashtags,raw_stats,pictures,score
2060677989126541411,https://x.com/kensanglnz/status/2060677989126541411,https://nitter.tiekoetter.com/kensanglnz/status/2060677989126541411#m,First time in @renaissxyz Not good but not bad for me 😉 #renaiss @Renaiss_TH,kensang,kensanglnz,"May 30, 2026 · 11:01 AM UTC",2,2,0,9,314,renaiss,"[""2"", ""2"", ""9"", ""314""]",,
2060676280417386913,https://x.com/nopzty/status/2060676280417386913,https://nitter.tiekoetter.com/nopzty/status/2060676280417386913#m,ใบจริงสวยเเหะ😍 #Renaiss @renaissxyz,Nemo,nopzty,"May 30, 2026 · 10:54 AM UTC",5,0,0,21,2090,Renaiss,"[""5"", """", ""21"", ""2,090""]","https://nitter.tiekoetter.com/pic/media%2FHJj-JytaUAAVfF9.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJebFADbAAEtaIM.jpg%3Fname%3Dsmall%26format%3Dwebp",
2060663265211125762,https://x.com/Nimpks/status/2060663265211125762,https://nitter.tiekoetter.com/Nimpks/status/2060663265211125762#m,ตื่นมาอยากลองวัดดวงเล่นๆ เติมเงิน 150$ ไปจุ่ม Eden Pack ปึ้งเข้าให้555 @renaissxyz @Renaiss_TH #renaiss,Nimnimeiei,Nimpks,"May 30, 2026 · 10:03 AM UTC",13,2,0,33,5936,renaiss,"[""13"", ""2"", ""33"", ""5,936""]",https://nitter.tiekoetter.com/pic/media%2FHJeL2y0aEAEA9dS.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060619457710756032,https://x.com/davidcheang99/status/2060619457710756032,https://nitter.tiekoetter.com/davidcheang99/status/2060619457710756032#m,找亮点✨ #Renaiss,DDavid.Renaiss,davidcheang99,"May 30, 2026 · 7:08 AM UTC",1,0,0,8,326,Renaiss,"[""1"", """", ""8"", ""326""]",https://nitter.tiekoetter.com/pic/media%2FHJjKdh3bkAA9FCE.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060612991973048492,https://x.com/nopzty/status/2060612991973048492,https://nitter.tiekoetter.com/nopzty/status/2060612991973048492#m,Gm Saturday มาไหว้พระเสริมสิริมงคลให้ชีวิตกันหน่อย🙏🫶 #Renaiss @renaissxyz @Renaiss_TH,Nemo,nopzty,"May 30, 2026 · 6:43 AM UTC",3,0,0,18,624,Renaiss,"[""3"", """", ""18"", ""624""]","https://nitter.tiekoetter.com/pic/media%2FHJi_s-VbgAEHxoQ.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJi_s-0bUAA7XGW.jpg%3Fname%3Dsmall%26format%3Dwebp",
2060606559890325792,https://x.com/LowrieKell52930/status/2060606559890325792,https://nitter.tiekoetter.com/LowrieKell52930/status/2060606559890325792#m,single pull 😭 PSA 10 Umbreon VMAX on @renaissxyz 🌙 this is the kind of hit that reminds you what fair odds actually feel like feeling insanely lucky today #Renaiss,Lowrie ꧁IP꧂ 🧩,LowrieKell52930,"May 30, 2026 · 6:17 AM UTC",3,0,0,10,862,Renaiss,"[""3"", """", ""10"", ""862""]",https://nitter.tiekoetter.com/pic/media%2FHJi-vJqbwAALm1g.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060593677727330797,https://x.com/eledesanches/status/2060593677727330797,https://nitter.tiekoetter.com/eledesanches/status/2060593677727330797#m,2 S tiers in 5 pulls on @renaissxyz i am choosing to believe this was skill please do not check the math 🏆 #Renaiss,elena zuniga,eledesanches,"May 30, 2026 · 5:26 AM UTC",4,0,0,9,539,Renaiss,"[""4"", """", ""9"", ""539""]",https://nitter.tiekoetter.com/pic/media%2FHJizAoSbwAA3P7d.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060589161195958656,https://x.com/avsavin86/status/2060589161195958656,https://nitter.tiekoetter.com/avsavin86/status/2060589161195958656#m,S tier out of SV8a on @renaissxyz PSA 10 that gold frame makes the whole pull feel illegal 🏆 #PokemonTCG #PSA10 #Renaiss,PokeDegenDiary,avsavin86,"May 30, 2026 · 5:08 AM UTC",4,1,0,12,903,"PokemonTCG,PSA10,Renaiss","[""4"", ""1"", ""12"", ""903""]",https://nitter.tiekoetter.com/pic/media%2FHJiu60eaQAA44K0.png%3Fname%3Dsmall%26format%3Dwebp,
2060583721158533172,https://x.com/MTer088114/status/2060583721158533172,https://nitter.tiekoetter.com/MTer088114/status/2060583721158533172#m,ทานข้าวไม่อร่อยเลย ถ้าไม่ได้ทานกับ @renaissxyz 🥰 @Renaiss_TH #Renaiss,Ter,MTer088114,"May 30, 2026 · 4:46 AM UTC",2,0,0,9,294,Renaiss,"[""2"", """", ""9"", ""294""]",https://nitter.tiekoetter.com/pic/media%2FHJip9xCbAAAdVcp.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060569999673360719,https://x.com/MTer088114/status/2060569999673360719,https://nitter.tiekoetter.com/MTer088114/status/2060569999673360719#m,"Finally, I have a card with consecutive numbers 🎉🥰 @renaissxyz @Renaiss_TH เรียงเบอร์คับเรียงเบอร์ งวดนี้แน่ๆ #Renaiss",Ter,MTer088114,"May 30, 2026 · 3:52 AM UTC",2,0,0,10,630,Renaiss,"[""2"", """", ""10"", ""630""]",https://nitter.tiekoetter.com/pic/media%2FHJidfUVbsAAm9GQ.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060518144108835154,https://x.com/davidcheang99/status/2060518144108835154,https://nitter.tiekoetter.com/davidcheang99/status/2060518144108835154#m,"To get the Van Gogh Pikachu and SBT, I’m planning to do one pull a day until I reach 40 tickets or the event ends ！ 为了获得梵高皮及 SBT ,打算一天一抽直到累积 40票 或活动结束😍🫰 #renaiss #bnbchain #tcg Day 14 34 ticket count Explore here 💫 renaiss.xyz/ref/unstoppable",DDavid.Renaiss,davidcheang99,"May 30, 2026 · 12:26 AM UTC",0,0,0,0,228,"renaiss,bnbchain,tcg","["""", """", """", ""228""]","https://nitter.tiekoetter.com/pic/media%2FHJhuT90agAA9SYG.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJf_kMtbUAEDByo.jpg%3Fname%3Dsmall%26format%3Dwebp",
2060469682285728151,https://x.com/blackshark0x/status/2060469682285728151,https://nitter.tiekoetter.com/blackshark0x/status/2060469682285728151#m,That's why we need @renaissxyz #Renaiss,BlackShark .base,blackshark0x,"May 29, 2026 · 9:13 PM UTC",1,1,0,3,1014,Renaiss,"[""1"", ""1"", ""3"", ""1,014""]",,
2060391726712586303,https://x.com/CNM82729/status/2060391726712586303,https://nitter.tiekoetter.com/CNM82729/status/2060391726712586303#m,@renaissxyz Eden Pack開抽！ 抽了30抽左右還好有抽到女帝 整體來說有賺錢 我愛胖子 看到胖子就賺錢 而且還比香吉士貴😂 順便能再賺一點票 @Renaiss_CN #Renaiss,Eddy | Renaiss,CNM82729,"May 29, 2026 · 4:04 PM UTC",1,0,0,2,902,Renaiss,"[""1"", """", ""2"", ""902""]","https://nitter.tiekoetter.com/pic/media%2FHJf7QLYaIAAQZGW.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJeXu5paYAACuZa.jpg%3Fname%3Dsmall%26format%3Dwebp",
2060382032019206164,https://x.com/ari_seuri/status/2060382032019206164,https://nitter.tiekoetter.com/ari_seuri/status/2060382032019206164#m,"여러분 이 소식 알고 계시나여?! 5월 29일 금요일 오후 6시 원피스 One Piece Infinite Gacha에 BGS Black Label 10 카드 추가가 되었답니다!! 저는 오늘 처음으로 카드 오픈 해보았는데요, 비록 원했던 등급의 카드는 아니었지만 또 좋은 기회가 있겠죠...? 첫 카드깡이었는데 #Renaiss 한국VC방에서 다함께 까서 더 재밌고 의미있는 시간이였습니당.ㅎㅎ @renaissxyz @RenaissKrCM @Plus_Ultra_715","ari(❖,❖)",ari_seuri,"May 29, 2026 · 3:25 PM UTC",7,1,0,11,569,Renaiss,"[""7"", ""1"", ""11"", ""569""]",https://nitter.tiekoetter.com/pic/media%2FHJfyICbaMAA-EnC.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060376075398750331,https://x.com/IamGYyoyoyo12/status/2060376075398750331,https://nitter.tiekoetter.com/IamGYyoyoyo12/status/2060376075398750331#m,跟 @jove_BAD 哥聊卡聊到一半 灵感爆棚突然跑去@renaissxyz 抽了一发 出了个Bloom卡！！🤣🤣 所以我适合聊卡聊到一半跑去开卡吗？🥹 也谢谢@jove_BAD 大佬解惑今天也收了几张one piece的flagship卡 @RenaissMyCM @renaiss_cmty #renaiss #pokemonㅤㅤㅤ,GY🦅🟠,IamGYyoyoyo12,"May 29, 2026 · 3:01 PM UTC",3,0,0,7,615,"renaiss,pokemonㅤㅤㅤ","[""3"", """", ""7"", ""615""]",https://nitter.tiekoetter.com/pic/media%2FHJfrxRrbQAAtObl.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060358077153693714,https://x.com/PaulPuolin/status/2060358077153693714,https://nitter.tiekoetter.com/PaulPuolin/status/2060358077153693714#m,Today not my day but I'm not lose hope for next one. 🌸 @renaissxyz @Renaiss_TH #renaiss,paulxiiv | ETHGas ⛽,PaulPuolin,"May 29, 2026 · 1:50 PM UTC",1,0,0,3,473,renaiss,"[""1"", """", ""3"", ""473""]",https://nitter.tiekoetter.com/pic/media%2FHJeL2y0aEAEA9dS.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060349486908801380,https://x.com/surmiao/status/2060349486908801380,https://nitter.tiekoetter.com/surmiao/status/2060349486908801380#m,今天 @renaissxyz 天堂地狱包真是给我吓坏了 之前抽过两次都是地狱，一下给我干掉 200u 😭 搞的今天抽的时候，心脏砰砰跳 抽了3发，2b1c，猛赚70u，收手了 但是没抽到全世界最好的妹卡 🥹 可以给我这张么，我很爱 #Renaiss #RWA #bnbchain,sur🌟,surmiao,"May 29, 2026 · 1:16 PM UTC",1,0,0,8,835,"Renaiss,RWA,bnbchain","[""1"", """", ""8"", ""835""]","https://nitter.tiekoetter.com/pic/media%2FHJfT6nXbIAAbHtQ.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJfUipRbgAAF4j2.jpg%3Fname%3Dsmall%26format%3Dwebp",
2060341141078520277,https://x.com/MTer088114/status/2060341141078520277,https://nitter.tiekoetter.com/MTer088114/status/2060341141078520277#m,มาลองเมนูอื่นแต่ไม่เอาตามพี่นีโม่ #renaiss @renaissxyz @Renaiss_TH,Ter,MTer088114,"May 29, 2026 · 12:43 PM UTC",2,0,0,3,330,renaiss,"[""2"", """", ""3"", ""330""]","https://nitter.tiekoetter.com/pic/media%2FHJfNWDvbgAA87ud.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJeuxD1acAACGNA.jpg%3Fname%3Dsmall%26format%3Dwebp",
2060326006788108783,https://x.com/rarayofsunshine/status/2060326006788108783,https://nitter.tiekoetter.com/rarayofsunshine/status/2060326006788108783#m,Renaiss activated in the bookstore 🔥 Pages & pulls kind of day 😉 @renaissxyz @Renaiss_TH #Renaiss,RaRay❤️ Memecoin .ink,rarayofsunshine,"May 29, 2026 · 11:42 AM UTC",5,4,0,13,673,Renaiss,"[""5"", ""4"", ""13"", ""673""]","https://nitter.tiekoetter.com/pic/media%2FHJe_lAYaoAAefuH.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJe_lAbbMAEyg88.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJe_lC4b0AAbJl9.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJe_lApbcAA3YAc.jpg%3Fname%3Dsmall%26format%3Dwebp",
2060310958938161551,https://x.com/FattyShark112/status/2060310958938161551,https://nitter.tiekoetter.com/FattyShark112/status/2060310958938161551#m,Open Eden pack last 30 sec วันนี้ผมไปไหว้ศาลหลักเมือง วัดมังกร บริจาคโลงศพ ซึ่งผมทำเป็นประจำอยู่แล้ว แต่รอบนี้มีอะไรที่แตกต่าง คลิปสุ่มอยู่ 1 นาทีสุดท้าย ผมต้องเร่งคลิป *2 เพราะ x ให้ลงแค่ 2 นาที @renaissxyz @Renaiss_TH #Renaiss,FattyShark_Renaiss,FattyShark112,"May 29, 2026 · 10:43 AM UTC",5,3,0,14,1238,Renaiss,"[""5"", ""3"", ""14"", ""1,238""]",,
2060307522540703999,https://x.com/nopzty/status/2060307522540703999,https://nitter.tiekoetter.com/nopzty/status/2060307522540703999#m,มาลอง Yuzu Cold brew ตามพี่ ibo #renaiss @renaissxyz @Renaiss_TH,Nemo,nopzty,"May 29, 2026 · 10:29 AM UTC",3,0,0,8,1310,renaiss,"[""3"", """", ""8"", ""1,310""]","https://nitter.tiekoetter.com/pic/media%2FHJeuxD1acAACGNA.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJdoy8GboAApJWO.jpg%3Fname%3Dsmall%26format%3Dwebp",
2060300535023153155,https://x.com/SmartWeb3God/status/2060300535023153155,https://nitter.tiekoetter.com/SmartWeb3God/status/2060300535023153155#m,"2 different pulling animation of Bloom card and Thorn card Never seen Crown yet, but I saw a lot of Thorn 💔 @renaissxyz @Renaiss_TH #Renaiss",Smart Web3 God,SmartWeb3God,"May 29, 2026 · 10:01 AM UTC",1,0,0,4,345,Renaiss,"[""1"", """", ""4"", ""345""]",,
2060296036443460049,https://x.com/XXDMeta/status/2060296036443460049,https://nitter.tiekoetter.com/XXDMeta/status/2060296036443460049#m,倒霉鬼快走开！ 抽了7发，小亏170 收手吧，外面都是C级宝可梦😂 @renaissxyz @Renaiss_CN #renaiss,XXD33,XXDMeta,"May 29, 2026 · 9:43 AM UTC",1,0,0,4,391,renaiss,"[""1"", """", ""4"", ""391""]","https://nitter.tiekoetter.com/pic/media%2FHJeje6pbwAA0DrO.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJeXu5paYAACuZa.jpg%3Fname%3Dsmall%26format%3Dwebp",
2060294909375152283,https://x.com/Donald_mvp/status/2060294909375152283,https://nitter.tiekoetter.com/Donald_mvp/status/2060294909375152283#m,"I tried the 5x Super Mode with the $150 Eden Pack on @renaissxyz The result was still a slight loss overall, but the good thing is that I unlocked 3 Badges - Eden Badge - Bloom Badge - Thorn Badge Anyway, one thing I can say for sure is Badge is the alpha. 😄👀 #renaiss",DonaldP 🏴‍☠️,Donald_mvp,"May 29, 2026 · 9:39 AM UTC",3,0,0,10,635,renaiss,"[""3"", """", ""10"", ""635""]",https://nitter.tiekoetter.com/pic/media%2FHJeiZn2bcAAtR47.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060294461650047223,https://x.com/berryy_654/status/2060294461650047223,https://nitter.tiekoetter.com/berryy_654/status/2060294461650047223#m,🎉ถ้าใครได้สวรรค์ก็คือดวงคุณดี 🫣ส่วนใครตกนารกก ก็คือเกลือครับ @Renaiss_TH @renaissxyz #renaiss,l3erry | bio/acc,berryy_654,"May 29, 2026 · 9:37 AM UTC",3,1,0,11,1180,renaiss,"[""3"", ""1"", ""11"", ""1,180""]",https://nitter.tiekoetter.com/pic/media%2FHJef1ATaMAAWw1L.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060294041028473070,https://x.com/daen97/status/2060294041028473070,https://nitter.tiekoetter.com/daen97/status/2060294041028473070#m,Am I the first one who draw the Crown Card from One Piece Infinite Machine? 🙈 太激动了吧！！ 无限机器直接毕业了~ #renaiss @Plus_Ultra_715 @renaissxyz @RenaissMyCM,Daen,daen97,"May 29, 2026 · 9:35 AM UTC",10,0,0,21,1491,renaiss,"[""10"", """", ""21"", ""1,491""]","https://nitter.tiekoetter.com/pic/media%2FHJeigfFbQAEDT0M.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJeXu5paYAACuZa.jpg%3Fname%3Dsmall%26format%3Dwebp",
2060292365697622285,https://x.com/miaomiao_eth/status/2060292365697622285,https://nitter.tiekoetter.com/miaomiao_eth/status/2060292365697622285#m,今天 @renaissxyz 海賊王 天堂地獄無限卡機開啦！ 在 DC 裡倒數五分鐘的時候還提醒大家理性抽卡 結果我又又又又上頭了😭 本來兩抽差不多打平，不虧不賺 後來上頭補了四抽都是地獄阿阿阿阿阿阿阿 下..下次一定贏... 這次一包天堂先拿個 SBT 吧嗚嗚嗚 #Renaiss,miaomiao_eth,miaomiao_eth,"May 29, 2026 · 9:29 AM UTC",4,0,0,13,648,Renaiss,"[""4"", """", ""13"", ""648""]",,
2060291541055463558,https://x.com/Renaiss_TH/status/2060291541055463558,https://nitter.tiekoetter.com/Renaiss_TH/status/2060291541055463558#m,เพื่อนๆครับ ใครได้การ์ดอะไรคอมเม้นมาโชว์กันหน่อยครับ @renaissxyz #renaiss👇👇,Renaiss TCG Thailand,Renaiss_TH,"May 29, 2026 · 9:25 AM UTC",3,0,0,8,701,renaiss,"[""3"", """", ""8"", ""701""]",https://nitter.tiekoetter.com/pic/media%2FHJebFADbAAEtaIM.jpg%3Fname%3Dsmall%26format%3Dwebp,
2060291178994819273,https://x.com/berryy_654/status/2060291178994819273,https://nitter.tiekoetter.com/berryy_654/status/2060291178994819273#m,Oh Grapeeee @renaissxyz @Renaiss_TH #renaiss,l3erry | bio/acc,berryy_654,"May 29, 2026 · 9:24 AM UTC",1,0,0,6,1716,renaiss,"[""1"", """", ""6"", ""1,716""]","https://nitter.tiekoetter.com/pic/media%2FHJef1ATaMAAWw1L.jpg%3Fname%3Dsmall%26format%3Dwebp,https://nitter.tiekoetter.com/pic/media%2FHJeL2y0aEAEA9dS.jpg%3Fname%3Dsmall%26format%3Dwebp",
